Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DAL,Delta Air Lines Inc.,56.28,36590,1900,Transportation,Air Freight-Delivery Services,https://www.nasdaq.com/symbol/dal
IBN,ICICI Bank Limited,11.29,36440,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
CHA,China Telecom Corp Ltd,44.92,36350,2002,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cha
ROP,Roper Technologies Inc.,348.74,36270,1992,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/rop
AFL,Aflac Incorporated,48.95,36240,1900,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
NGG,National Grid Transco PLC,52.02,36210,1900,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ngg
DG,Dollar General Corporation,139.22,35960,2009,Consumer Services,Department-Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
WELL,Welltower Inc.,88.6,35900,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/well
YUM,Yum! Brands Inc.,117.23,35670,1900,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/yum
BBT,BB&T Corporation,46.02,35250,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
EMR,Emerson Electric Company,57.28,35230,1900,Energy,Consumer Electronics-Appliances,https://www.nasdaq.com/symbol/emr
F,Ford Motor Company,8.82,35190,1900,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/f
ET,Energy Transfer L.P.,13.19,34600,1996,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/et
TEF,Telefonica SA,6.65,34530,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef
ALL,Allstate Corporation (The),103.21,33980,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/all
CM,Canadian Imperial Bank of Commerce,76.13,33870,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cm
GOLD,Barrick Gold Corporation,19.24,33720,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
DELL,Dell Technologies Inc.,46.41,33350,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/dell
TSN,Tyson Foods Inc.,91.44,33350,1900,Consumer Non-Durables,Meat-Poultry-Fish,https://www.nasdaq.com/symbol/tsn
HSY,Hershey Company (The),159.05,33330,1900,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/hsy
TRI,Thomson Reuters Corp,66.4,33280,1900,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri
JCI,Johnson Controls International plc,41.59,33090,1900,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
CP,Canadian Pacific Railway Limited,236.36,32870,1900,Transportation,Railroads,https://www.nasdaq.com/symbol/cp
GIS,General Mills Inc.,53.98,32580,1900,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/gis
NEM,Newmont Goldcorp Corporation,39.45,32450,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nem
ETN,Eaton Corporation PLC,76.83,32270,1900,Technology,Industrial Machinery Components,https://www.nasdaq.com/symbol/etn
MFC,Manulife Financial Corp,16.46,32220,1900,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
TWTR,Twitter Inc.,41.44,32030,2013,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/twtr
PRU,Prudential Financial Inc.,79.61,32000,2001,Finance,Life Insurance,https://www.nasdaq.com/symbol/pru
EC,Ecopetrol S.A.,15.49,31840,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
BBVA,Banco Bilbao Viscaya Argentaria S.A.,4.76,31740,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
VFC,V.F. Corporation,79.69,31730,1900,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/vfc
CCL,Carnival Corporation,43.48,31150,1987,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/ccl
EQR,Equity Residential,83.61,31010,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqr
VLO,Valero Energy Corporation,73.71,30550,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/vlo
CHU,China Unicom (Hong Kong) Ltd,9.95,30450,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chu
IQV,IQVIA Holdings Inc.,155.12,30390,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv
DOW,Dow Inc.,40.82,30340,2019,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dow
MPC,Marathon Petroleum Corporation,46.04,30310,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
TLK,PT Telekomunikasi Indonesia Tbk,30.56,30270,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tlk
CUK,Carnival Corporation,42.15,30060,1900,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/cuk
PEG,Public Service Enterprise Group Incorporated,59.31,29990,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/peg
TEL,TE Connectivity Ltd.,88.95,29880,1900,Technology,Electronic Components,https://www.nasdaq.com/symbol/tel
WEC,WEC Energy Group Inc.,94.26,29730,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/wec
MSI,Motorola Solutions Inc.,178.35,29530,1900,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi
AVB,AvalonBay Communities Inc.,208.71,29150,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
ED,Consolidated Edison Inc,87.77,29150,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ed
MPLX,MPLX LP,27.4,28970,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx
BCS,Barclays PLC,6.69,28850,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
ALC,Alcon Inc.,58.56,28620,2019,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/alc
CS,Credit Suisse Group,11.41,28610,1900,Finance,Investment Bankers-Brokers-Service,https://www.nasdaq.com/symbol/cs
RSG,Republic Services Inc.,88.25,28310,1998,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
OKE,ONEOK Inc.,68.2,28160,1900,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/oke
S,Sprint Corporation,6.85,28040,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s
NOK,Nokia Corporation,5,27990,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok
NTR,Nutrien Ltd.,48.76,27930,2018,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr
IR,Ingersoll-Rand plc (Ireland),115.28,27850,1900,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
TDG,Transdigm Group Incorporated,521.75,27820,2006,Capital Goods,Military-Government-Technical,https://www.nasdaq.com/symbol/tdg
WMB,Williams Companies Inc. (The),22.93,27790,1900,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/wmb
ZBH,Zimmer Biomet Holdings Inc.,134.83,27680,1900,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/zbh
CNQ,Canadian Natural Resources Limited,23.01,27350,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnq
LUV,Southwest Airlines Company,50.69,27250,1900,Transportation,Air Freight-Delivery Services,https://www.nasdaq.com/symbol/luv
CAJ,Canon Inc.,25.6,27230,1900,Miscellaneous,Industrial Machinery Components,https://www.nasdaq.com/symbol/caj
MCK,McKesson Corporation,147.08,27200,1900,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck
VTR,Ventas Inc.,72.93,27170,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/vtr
RBS,Royal Bank Scotland plc (The),4.48,27080,1900,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
HPQ,HP Inc.,17.84,26870,1900,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
SQ,Square Inc.,62.8,26820,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq
STI,SunTrust Banks Inc.,60.13,26690,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/sti
CHT,Chunghwa Telecom Co. Ltd.,34.01,26380,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cht
HLT,Hilton Worldwide Holdings Inc.,91.65,26290,2016,Consumer Services,Hotels-Resorts,https://www.nasdaq.com/symbol/hlt
EIX,Edison International,73.39,26280,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
AZO,AutoZone Inc.,1066.96,26170,1900,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
BLL,Ball Corporation,78.76,26150,1900,Consumer Durables,Containers-Packaging,https://www.nasdaq.com/symbol/bll
CRH,CRH PLC,32.8,26140,1900,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
ES,Eversource Energy,79.94,25870,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/es
CCEP,Coca-Cola European Partners plc,54.78,25470,2016,Consumer Non-Durables,Beverages (Production-Distribution),https://www.nasdaq.com/symbol/ccep
INFO,IHS Markit Ltd.,63.51,25470,1996,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/info
APH,Amphenol Corporation,85.26,25360,1900,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aph
FLT,FleetCor Technologies Inc.,292.49,25320,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/flt
PPG,PPG Industries Inc.,107.17,25320,1900,Basic Industries,Paints-Coatings,https://www.nasdaq.com/symbol/ppg
DLR,Digital Realty Trust Inc.,121.19,25250,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dlr
FCAU,Fiat Chrysler Automobiles N.V.,12.7,25100,2014,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/fcau
GPN,Global Payments Inc.,160.02,25070,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/gpn
DFS,Discover Financial Services,78.06,24840,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
SPOT,Spotify Technology S.A.,137.82,24770,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot
FE,FirstEnergy Corp.,45.39,24510,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fe
VEEV,Veeva Systems Inc.,162.67,23960,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/veev
DTE,DTE Energy Company,130.15,23860,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
WCN,Waste Connections Inc.,90.44,23850,1900,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/wcn
SLF,Sun Life Financial Inc.,40.31,23820,1900,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf
LYB,LyondellBasell Industries NV,69.55,23320,1900,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
O,Realty Income Corporation,73.18,23290,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
FTV,Fortive Corporation,69.14,23200,2016,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/ftv
CMG,Chipotle Mexican Grill Inc.,826.8,22920,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cmg
TSS,Total System Services Inc.,129.29,22880,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss
SCCO,Southern Copper Corporation,29.53,22830,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
HRL,Hormel Foods Corporation,42.63,22760,1900,Consumer Non-Durables,Meat-Poultry-Fish,https://www.nasdaq.com/symbol/hrl
CMI,Cummins Inc.,143.14,22590,1900,Energy,Industrial Machinery Components,https://www.nasdaq.com/symbol/cmi
AWK,American Water Works,124.75,22540,2008,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awk
SNAP,Snap Inc.,16.11,22220,2017,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/snap
ETR,Entergy Corporation,111.54,22180,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/etr
BHGE,Baker Hughes a GE company,21.3,22110,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
WIT,Wipro Limited,3.67,22060,1900,Technology,EDP Services,https://www.nasdaq.com/symbol/wit
TME,Tencent Music Entertainment Group,13.49,22030,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tme
CTVA,Corteva Inc.,29.02,21730,2019,Consumer Non-Durables,Farming-Seeds-Milling,https://www.nasdaq.com/symbol/ctva
K,Kellogg Company,63.65,21680,1900,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k
KKR,KKR & Co. Inc.,25.7,21650,1900,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
A,Agilent Technologies Inc.,69.64,21590,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
RCL,Royal Caribbean Cruises Ltd.,102.49,21480,1993,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
MKC,McCormick & Company Incorporated,161.59,21410,1900,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc
TU,TELUS Corporation,35.54,21370,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu
PPL,PPL Corporation,29.48,21290,1900,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ppl
GLW,Corning Incorporated,27.23,21260,1900,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
HIG,Hartford Financial Services Group Inc. (The),58.57,21180,1900,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hig
ESS,Essex Property Trust Inc.,319.71,21120,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ess
SYF,Synchrony Financial,31.83,21120,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf
ADM,Archer-Daniels-Midland Company,37.81,21060,1900,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm
VIV,Telefonica Brasil S.A.,12.37,20890,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv
APTV,Aptiv PLC,80.86,20720,2011,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/aptv
SNN,Smith & Nephew SNATS Inc.,47.03,20560,1900,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
FMS,Fresenius Medical Care Corporation,33.64,20370,1900,Health Care,Hospital-Nursing Management,https://www.nasdaq.com/symbol/fms
PH,Parker-Hannifin Corporation,158.56,20340,1900,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ph
TAL,TAL Education Group,34.05,20130,1900,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal
PXD,Pioneer Natural Resources Company,120.25,20100,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pxd
SWK,Stanley Black & Decker Inc.,131.44,19950,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/swk
RCI,Rogers Communication Inc.,49.62,19890,1900,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
CLX,Clorox Company (The),156.96,19740,1900,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx
QSR,Restaurant Brands International Inc.,76.97,19720,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
BXP,Boston Properties Inc.,127.03,19630,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bxp
MSCI,MSCI Inc,231.64,19620,1900,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci
CHD,Church & Dwight Company Inc.,79.15,19560,1900,Basic Industries,Package Goods-Cosmetics,https://www.nasdaq.com/symbol/chd
PANW,Palo Alto Networks Inc.,203.65,19550,2012,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw
MTB,M&T Bank Corporation,145.62,19460,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
RMD,ResMed Inc.,135.12,19410,1900,Health Care,Medical-Dental Instruments,https://www.nasdaq.com/symbol/rmd
HEI,Heico Corporation,144.28,19310,1900,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei
AEE,Ameren Corporation,75.85,19220,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee
PINS,Pinterest Inc.,35.38,19200,2019,Technology,Computer Software: Programming Data Processing,https://www.nasdaq.com/symbol/pins
KR,Kroger Company (The),23.92,19110,1900,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
BT,BT Group plc,9.63,19030,1900,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bt
WY,Weyerhaeuser Company,25.45,18960,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wy
AME,AMTEK Inc.,82.96,18940,1900,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/ame
CNC,Centene Corporation,45.27,18720,1900,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnc
GIB,CGI Inc.,77.33,18600,1900,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/gib
STT,State Street Corporation,49.82,18560,1900,Finance,Major Banks,https://www.nasdaq.com/symbol/stt
IX,Orix Corp Ads,71.95,18440,1900,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/ix
VMC,Vulcan Materials Company,138.83,18370,1900,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/vmc
HES,Hess Corporation,59.92,18240,1900,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hes
DHI,D.R. Horton Inc.,49.21,18200,1900,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/dhi
FNV,Franco-Nevada Corporation,96.6,18090,1900,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/fnv
BBY,Best Buy Co. Inc.,67.65,18070,1900,Consumer Services,Consumer Electronics-Video Chains,https://www.nasdaq.com/symbol/bby
PBA,Pembina Pipeline Corp.,35.36,18070,1900,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pba
ATUS,Altice USA Inc.,27.85,18040,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/atus
ABC,AmerisourceBergen Corporation (Holding Co),85.9,17900,1900,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/abc
KEYS,Keysight Technologies Inc.,95.17,17870,2014,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/keys
FTS,Fortis Inc.,40.9,17830,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fts
CMS,CMS Energy Corporation,62.41,17710,1900,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms
TWLO,Twilio Inc.,129.98,17660,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo
EFX,Equifax Inc.,143.42,17340,1900,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/efx
HPE,Hewlett Packard Enterprise Company,12.94,17330,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe
ANET,Arista Networks Inc.,223.2,17110,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
HCP,HCP Inc.,34.45,16920,1900,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcp
ROK,Rockwell Automation Inc.,144.55,16910,1900,Capital Goods,Industrial Machinery Components,https://www.nasdaq.com/symbol/rok
EDU,New Oriental Education & Technology Group Inc.,106.43,16850,2006,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/edu
